"Story","Title","Result","Date","Stability","Duration (s)"
"Proceso Autogestion - Agendamiento de servicios","Proceso Autogestion - Agendamiento de servicios","SUCCESS","2023-08-16T18:32:28.704-05:00[America/Bogota]","0.0","75.28"
